"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1B_IW_SLC__1SDV_20190804T070636_20190804T070704_017432_020C9C_E58E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17432","81","1048","2019-08-04T07:07:04.000000","2019-08-04T07:06:36.000000","SLC","2019-08-04T07:06:36.000000","2019-08-04T07:07:04.000000","-39.0053","175.8055","-40.160435","174.70137","-39.477409","177.541306","-38.506935","174.095703","-37.839737","176.870789","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190804T070636_20190804T070704_017432_020C9C_E58E.zip","4463.767404556274","None","None","None","0","S1B_IWDV_1048_1054_017432_081"
"S1B_IW_SLC__1SDV_20190723T070635_20190723T070703_017257_02075A_978A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17257","81","1048","2019-07-23T07:07:03.000000","2019-07-23T07:06:35.000000","SLC","2019-07-23T07:06:35.000000","2019-07-23T07:07:03.000000","-39.0047","175.8055","-40.159866","174.701523","-39.476837","177.54129","-38.506245","174.095779","-37.839043","176.870682","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190723T070635_20190723T070703_017257_02075A_978A.zip","4419.775918960571","None","None","None","0","S1B_IWDV_1048_1054_017257_081"
"S1B_IW_SLC__1SDV_20190711T070635_20190711T070702_017082_020242_13E5","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","17082","81","1048","2019-07-11T07:07:02.000000","2019-07-11T07:06:35.000000","SLC","2019-07-11T07:06:35.000000","2019-07-11T07:07:02.000000","-39.0048","175.8055","-40.159931","174.701523","-39.476925","177.541245","-38.506302","174.095795","-37.839123","176.870651","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190711T070635_20190711T070702_017082_020242_13E5.zip","4436.12499332428","None","None","None","0","S1B_IWDV_1048_1054_017082_081"
"S1B_IW_SLC__1SDV_20190617T070633_20190617T070701_016732_01F7EE_88F4","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16732","81","1048","2019-06-17T07:07:01.000000","2019-06-17T07:06:33.000000","SLC","2019-06-17T07:06:33.000000","2019-06-17T07:07:01.000000","-39.0064","175.7987","-40.161667","174.692902","-39.478111","177.535919","-38.508362","174.08757","-37.840645","176.865631","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190617T070633_20190617T070701_016732_01F7EE_88F4.zip","4437.741409301758","None","None","None","0","S1B_IWDV_1048_1054_016732_081"
"S1B_IW_SLC__1SDV_20190605T070632_20190605T070700_016557_01F2BC_E59A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16557","81","1048","2019-06-05T07:07:00.000000","2019-06-05T07:06:32.000000","SLC","2019-06-05T07:06:32.000000","2019-06-05T07:07:00.000000","-39.0065","175.7997","-40.16185","174.694016","-39.478275","177.536926","-38.508305","174.088547","-37.840569","176.866501","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190605T070632_20190605T070700_016557_01F2BC_E59A.zip","4496.168967247009","None","None","None","0","S1B_IWDV_1048_1054_016557_081"
"S1B_IW_SLC__1SDV_20190524T070632_20190524T070700_016382_01ED77_392B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16382","81","1048","2019-05-24T07:07:00.000000","2019-05-24T07:06:32.000000","SLC","2019-05-24T07:06:32.000000","2019-05-24T07:07:00.000000","-39.0066","175.7997","-40.161827","174.693954","-39.478226","177.536896","-38.50853","174.088547","-37.840767","176.866547","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190524T070632_20190524T070700_016382_01ED77_392B.zip","4370.046568870544","None","None","None","0","S1B_IWDV_1048_1054_016382_081"
"S1B_IW_SLC__1SDV_20190512T070631_20190512T070659_016207_01E809_22EB","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16207","81","1048","2019-05-12T07:06:59.000000","2019-05-12T07:06:31.000000","SLC","2019-05-12T07:06:31.000000","2019-05-12T07:06:59.000000","-39.0058","175.8011","-40.161301","174.695511","-39.47768","177.53833","-38.507637","174.089935","-37.839863","176.867798","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190512T070631_20190512T070659_016207_01E809_22EB.zip","4501.414307594299","None","None","None","0","S1B_IWDV_1048_1054_016207_081"
"S1B_IW_SLC__1SDV_20190430T070631_20190430T070659_016032_01E263_337A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","16032","81","1048","2019-04-30T07:06:59.000000","2019-04-30T07:06:31.000000","SLC","2019-04-30T07:06:31.000000","2019-04-30T07:06:59.000000","-39.0064","175.7992","-40.161686","174.693573","-39.478104","177.536392","-38.508385","174.08815","-37.840641","176.866043","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190430T070631_20190430T070659_016032_01E263_337A.zip","4402.374430656433","None","None","None","0","S1B_IWDV_1048_1054_016032_081"
"S1B_IW_SLC__1SDV_20190406T070630_20190406T070658_015682_01D6C1_4689","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15682","81","1048","2019-04-06T07:06:58.000000","2019-04-06T07:06:30.000000","SLC","2019-04-06T07:06:30.000000","2019-04-06T07:06:58.000000","-39.0066","175.7984","-40.162067","174.692719","-39.478485","177.535767","-38.508404","174.087219","-37.840664","176.865295","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190406T070630_20190406T070658_015682_01D6C1_4689.zip","4395.866962432861","None","None","None","0","S1B_IWDV_1048_1054_015682_081"
"S1B_IW_SLC__1SDV_20190325T070629_20190325T070657_015507_01D0F5_8B3F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15507","81","1048","2019-03-25T07:06:57.000000","2019-03-25T07:06:29.000000","SLC","2019-03-25T07:06:29.000000","2019-03-25T07:06:57.000000","-39.006","175.8004","-40.16148","174.694778","-39.477871","177.537659","-38.507824","174.089218","-37.840054","176.867126","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190325T070629_20190325T070657_015507_01D0F5_8B3F.zip","4387.367614746094","None","None","None","0","S1B_IWDV_1048_1054_015507_081"
"S1B_IW_SLC__1SDV_20190313T070629_20190313T070657_015332_01CB46_6E42","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15332","81","1048","2019-03-13T07:06:57.000000","2019-03-13T07:06:29.000000","SLC","2019-03-13T07:06:29.000000","2019-03-13T07:06:57.000000","-39.0064","175.801","-40.161823","174.695404","-39.478203","177.538193","-38.508167","174.089798","-37.840389","176.867645","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190313T070629_20190313T070657_015332_01CB46_6E42.zip","4493.308767318726","None","None","None","0","S1B_IWDV_1048_1054_015332_081"
"S1B_IW_SLC__1SDV_20190301T070629_20190301T070657_015157_01C587_6DCD","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15157","81","1048","2019-03-01T07:06:57.000000","2019-03-01T07:06:29.000000","SLC","2019-03-01T07:06:29.000000","2019-03-01T07:06:57.000000","-39.0059","175.8","-40.161247","174.694534","-39.477695","177.53717","-38.507702","174.088989","-37.839985","176.866699","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190301T070629_20190301T070657_015157_01C587_6DCD.zip","4376.966890335083","None","None","None","0","S1B_IWDV_1048_1054_015157_081"
"S1B_IW_SLC__1SDV_20190217T070629_20190217T070657_014982_01BFD1_529C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14982","81","1048","2019-02-17T07:06:57.000000","2019-02-17T07:06:29.000000","SLC","2019-02-17T07:06:29.000000","2019-02-17T07:06:57.000000","-39.0061","175.8002","-40.161301","174.694687","-39.477787","177.537247","-38.507988","174.089233","-37.840313","176.866882","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190217T070629_20190217T070657_014982_01BFD1_529C.zip","4402.235858917236","None","None","None","0","S1B_IWDV_1048_1054_014982_081"
"S1B_IW_SLC__1SDV_20190205T070630_20190205T070657_014807_01BA12_3A3D","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14807","81","1048","2019-02-05T07:06:57.000000","2019-02-05T07:06:30.000000","SLC","2019-02-05T07:06:30.000000","2019-02-05T07:06:57.000000","-39.0062","175.7995","-40.161533","174.694077","-39.478081","177.536499","-38.507969","174.088547","-37.840351","176.866043","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190205T070630_20190205T070657_014807_01BA12_3A3D.zip","4434.438841819763","None","None","None","0","S1B_IWDV_1048_1054_014807_081"
"S1B_IW_SLC__1SDV_20190124T070630_20190124T070658_014632_01B454_51B1","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14632","81","1048","2019-01-24T07:06:58.000000","2019-01-24T07:06:30.000000","SLC","2019-01-24T07:06:30.000000","2019-01-24T07:06:58.000000","-39.0057","175.8003","-40.160919","174.69487","-39.477467","177.537186","-38.507603","174.089417","-37.839981","176.866821","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190124T070630_20190124T070658_014632_01B454_51B1.zip","4441.827458381653","None","None","None","0","S1B_IWDV_1048_1054_014632_081"
"S1B_IW_SLC__1SDV_20190112T070630_20190112T070658_014457_01AEBA_B0A3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14457","81","1048","2019-01-12T07:06:58.000000","2019-01-12T07:06:30.000000","SLC","2019-01-12T07:06:30.000000","2019-01-12T07:06:58.000000","-39.0055","175.801","-40.160633","174.695648","-39.477116","177.537933","-38.507442","174.090179","-37.83976","176.867569","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20190112T070630_20190112T070658_014457_01AEBA_B0A3.zip","4444.355121612549","None","None","None","0","S1B_IWDV_1048_1054_014457_081"
"S1B_IW_SLC__1SDV_20181231T070631_20181231T070659_014282_01A918_B7C7","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14282","81","1048","2018-12-31T07:06:59.000000","2018-12-31T07:06:31.000000","SLC","2018-12-31T07:06:31.000000","2018-12-31T07:06:59.000000","-39.0056","175.8015","-40.160965","174.696243","-39.477459","177.538513","-38.507412","174.090637","-37.839741","176.867996","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181231T070631_20181231T070659_014282_01A918_B7C7.zip","4442.001992225647","None","None","None","0","S1B_IWDV_1048_1054_014282_081"
"S1B_IW_SLC__1SDV_20181219T070631_20181219T070659_014107_01A34B_20DC","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14107","81","1048","2018-12-19T07:06:59.000000","2018-12-19T07:06:31.000000","SLC","2018-12-19T07:06:31.000000","2018-12-19T07:06:59.000000","-39.0057","175.8013","-40.161148","174.696045","-39.477669","177.53833","-38.507465","174.090408","-37.839821","176.867783","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181219T070631_20181219T070659_014107_01A34B_20DC.zip","4455.264366149902","None","None","None","0","S1B_IWDV_1048_1054_014107_081"
"S1B_IW_SLC__1SDV_20181207T070632_20181207T070700_013932_019D90_36B2","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13932","81","1048","2018-12-07T07:07:00.000000","2018-12-07T07:06:32.000000","SLC","2018-12-07T07:06:32.000000","2018-12-07T07:07:00.000000","-39.0058","175.8002","-40.161091","174.694839","-39.477646","177.53714","-38.507526","174.089294","-37.839912","176.866669","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181207T070632_20181207T070700_013932_019D90_36B2.zip","4411.835866928101","None","None","None","0","S1B_IWDV_1048_1054_013932_081"
"S1B_IW_SLC__1SDV_20181125T070632_20181125T070700_013757_0197E0_06E5","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13757","81","1048","2018-11-25T07:07:00.000000","2018-11-25T07:06:32.000000","SLC","2018-11-25T07:06:32.000000","2018-11-25T07:07:00.000000","-39.0054","175.8001","-40.16074","174.694778","-39.477287","177.537094","-38.507175","174.089233","-37.839558","176.866638","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181125T070632_20181125T070700_013757_0197E0_06E5.zip","4528.360068321228","None","None","None","0","S1B_IWDV_1048_1054_013757_081"
"S1B_IW_SLC__1SDV_20181113T070632_20181113T070700_013582_019250_38B0","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13582","81","1048","2018-11-13T07:07:00.000000","2018-11-13T07:06:32.000000","SLC","2018-11-13T07:06:32.000000","2018-11-13T07:07:00.000000","-39.0054","175.8","-40.160511","174.694626","-39.477036","177.536896","-38.507442","174.089233","-37.839794","176.866608","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181113T070632_20181113T070700_013582_019250_38B0.zip","4432.7787733078","None","None","None","0","S1B_IWDV_1048_1054_013582_081"
"S1B_IW_SLC__1SDV_20181101T070633_20181101T070700_013407_018CE3_1541","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13407","81","1048","2018-11-01T07:07:00.000000","2018-11-01T07:06:33.000000","SLC","2018-11-01T07:06:33.000000","2018-11-01T07:07:00.000000","-39.0055","175.8008","-40.160908","174.695435","-39.477371","177.537796","-38.507355","174.089844","-37.839657","176.867279","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181101T070633_20181101T070700_013407_018CE3_1541.zip","4442.022124290466","None","None","None","0","S1B_IWDV_1048_1054_013407_081"
"S1B_IW_SLC__1SDV_20181020T070633_20181020T070701_013232_018765_D6EC","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13232","81","1048","2018-10-20T07:07:01.000000","2018-10-20T07:06:33.000000","SLC","2018-10-20T07:06:33.000000","2018-10-20T07:07:01.000000","-39.0053","175.8003","-40.16066","174.694946","-39.477146","177.537338","-38.507107","174.089386","-37.839432","176.866867","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181020T070633_20181020T070701_013232_018765_D6EC.zip","4400.430693626404","None","None","None","0","S1B_IWDV_1048_1054_013232_081"
"S1B_IW_SLC__1SDV_20181008T070633_20181008T070700_013057_0181FC_7E96","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13057","81","1048","2018-10-08T07:07:00.000000","2018-10-08T07:06:33.000000","SLC","2018-10-08T07:06:33.000000","2018-10-08T07:07:00.000000","-39.0057","175.7995","-40.161053","174.693985","-39.477551","177.53656","-38.507492","174.088486","-37.839828","176.866135","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20181008T070633_20181008T070700_013057_0181FC_7E96.zip","4404.64204120636","None","None","None","0","S1B_IWDV_1048_1054_013057_081"
"S1B_IW_SLC__1SDV_20180926T070632_20180926T070700_012882_017CA5_E63F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12882","81","1048","2018-09-26T07:07:00.000000","2018-09-26T07:06:32.000000","SLC","2018-09-26T07:06:32.000000","2018-09-26T07:07:00.000000","-39.006","175.8004","-40.16153","174.69487","-39.478004","177.537613","-38.507729","174.089325","-37.840046","176.867096","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180926T070632_20180926T070700_012882_017CA5_E63F.zip","4437.742307662964","None","None","None","0","S1B_IWDV_1048_1054_012882_081"
"S1B_IW_SLC__1SDV_20180914T070632_20180914T070700_012707_017741_E57B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12707","81","1048","2018-09-14T07:07:00.000000","2018-09-14T07:06:32.000000","SLC","2018-09-14T07:06:32.000000","2018-09-14T07:07:00.000000","-39.0058","175.7999","-40.161209","174.69426","-39.477646","177.537033","-38.507664","174.088776","-37.839943","176.866608","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180914T070632_20180914T070700_012707_017741_E57B.zip","4425.731375694275","None","None","None","0","S1B_IWDV_1048_1054_012707_081"
"S1B_IW_SLC__1SDV_20180902T070631_20180902T070659_012532_0171ED_5143","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12532","81","1048","2018-09-02T07:06:59.000000","2018-09-02T07:06:31.000000","SLC","2018-09-02T07:06:31.000000","2018-09-02T07:06:59.000000","-39.006","175.8002","-40.16135","174.694504","-39.477734","177.53743","-38.507931","174.08905","-37.840157","176.86702","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180902T070631_20180902T070659_012532_0171ED_5143.zip","4498.975015640259","None","None","None","0","S1B_IWDV_1048_1054_012532_081"
"S1B_IW_SLC__1SDV_20180821T070631_20180821T070659_012357_016C83_EF9C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12357","81","1048","2018-08-21T07:06:59.000000","2018-08-21T07:06:31.000000","SLC","2018-08-21T07:06:31.000000","2018-08-21T07:06:59.000000","-39.0061","175.8","-40.16143","174.69426","-39.477806","177.537186","-38.508015","174.088791","-37.840229","176.866776","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180821T070631_20180821T070659_012357_016C83_EF9C.zip","4480.201277732849","None","None","None","0","S1B_IWDV_1048_1054_012357_081"
"S1B_IW_SLC__1SDV_20180809T070630_20180809T070658_012182_01670F_673E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12182","81","1048","2018-08-09T07:06:58.000000","2018-08-09T07:06:30.000000","SLC","2018-08-09T07:06:30.000000","2018-08-09T07:06:58.000000","-39.0065","175.8005","-40.161922","174.69487","-39.478371","177.53775","-38.508247","174.089371","-37.840538","176.867279","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180809T070630_20180809T070658_012182_01670F_673E.zip","4451.614601135254","None","None","None","0","S1B_IWDV_1048_1054_012182_081"
"S1B_IW_SLC__1SDV_20180728T070629_20180728T070657_012007_0161B4_E278","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12007","81","1048","2018-07-28T07:06:57.000000","2018-07-28T07:06:29.000000","SLC","2018-07-28T07:06:29.000000","2018-07-28T07:06:57.000000","-39.0063","175.7999","-40.161755","174.694229","-39.478188","177.537094","-38.508083","174.088715","-37.840359","176.866638","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180728T070629_20180728T070657_012007_0161B4_E278.zip","4457.49064540863","None","None","None","0","S1B_IWDV_1048_1054_012007_081"
"S1B_IW_SLC__1SDV_20180716T070629_20180716T070647_011832_015C70_2A2E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","11832","81","1048","2018-07-16T07:06:47.000000","2018-07-16T07:06:29.000000","SLC","2018-07-16T07:06:29.000000","2018-07-16T07:06:47.000000","-39.271","175.9193","-40.154419","174.725525","-39.478203","177.536041","-39.041035","174.314255","-38.375488","177.081055","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180716T070629_20180716T070647_011832_015C70_2A2E.zip","2864.961621284485","None","None","None","0","S1B_IWDV_1048_1052_011832_081"
"S1B_IW_SLC__1SDV_20180704T070628_20180704T070647_011657_01570E_FB71","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","11657","81","1048","2018-07-04T07:06:47.000000","2018-07-04T07:06:28.000000","SLC","2018-07-04T07:06:28.000000","2018-07-04T07:06:47.000000","-39.2712","175.9188","-40.154545","174.725113","-39.47834","177.535461","-39.041275","174.313858","-38.37574","177.080505","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180704T070628_20180704T070647_011657_01570E_FB71.zip","2828.8283309936523","None","None","None","0","S1B_IWDV_1048_1052_011657_081"
"S1B_IW_SLC__1SDV_20180622T070627_20180622T070655_011482_015199_2296","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","11482","81","1048","2018-06-22T07:06:55.000000","2018-06-22T07:06:27.000000","SLC","2018-06-22T07:06:27.000000","2018-06-22T07:06:55.000000","-39.0062","175.8007","-40.161442","174.695023","-39.477844","177.537857","-38.508141","174.089615","-37.840382","176.867508","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180622T070627_20180622T070655_011482_015199_2296.zip","4382.894305229187","None","None","None","0","S1B_IWDV_1048_1054_011482_081"
"S1B_IW_SLC__1SDV_20180610T070627_20180610T070654_011307_014C2F_4E9C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","11307","81","1048","2018-06-10T07:06:54.000000","2018-06-10T07:06:27.000000","SLC","2018-06-10T07:06:27.000000","2018-06-10T07:06:54.000000","-39.0063","175.8","-40.161549","174.69426","-39.477959","177.53714","-38.508369","174.088913","-37.840618","176.866852","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180610T070627_20180610T070654_011307_014C2F_4E9C.zip","4398.769830703735","None","None","None","0","S1B_IWDV_1048_1054_011307_081"
"S1B_IW_SLC__1SDV_20180529T070626_20180529T070654_011132_0146B2_99D9","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","11132","81","1048","2018-05-29T07:06:54.000000","2018-05-29T07:06:26.000000","SLC","2018-05-29T07:06:26.000000","2018-05-29T07:06:54.000000","-39.0065","175.8004","-40.161823","174.694778","-39.478256","177.537613","-38.508392","174.08934","-37.840668","176.867233","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180529T070626_20180529T070654_011132_0146B2_99D9.zip","4415.6758460998535","None","None","None","0","S1B_IWDV_1048_1054_011132_081"
"S1B_IW_SLC__1SDV_20180517T070625_20180517T070653_010957_0140F7_FB80","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10957","81","1048","2018-05-17T07:06:53.000000","2018-05-17T07:06:25.000000","SLC","2018-05-17T07:06:25.000000","2018-05-17T07:06:53.000000","-39.0067","175.8002","-40.162075","174.694473","-39.478493","177.53743","-38.50853","174.088989","-37.84079","176.866989","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180517T070625_20180517T070653_010957_0140F7_FB80.zip","4458.237824440002","None","None","None","0","S1B_IWDV_1048_1054_010957_081"
"S1B_IW_SLC__1SDV_20180505T070624_20180505T070652_010782_013B54_ABB8","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","10782","81","1048","2018-05-05T07:06:52.000000","2018-05-05T07:06:24.000000","SLC","2018-05-05T07:06:24.000000","2018-05-05T07:06:52.000000","-39.0062","175.7998","-40.161613","174.694107","-39.478012","177.537064","-38.508072","174.088623","-37.840313","176.866638","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180505T070624_20180505T070652_010782_013B54_ABB8.zip","4410.9604139328","None","None","None","0","S1B_IWDV_1048_1054_010782_081"
